Crop,State,Area,Annual_Rainfall,Fertilizer,Pesticide,Yield
Linseed,Assam,7003,1727.1,1091207.46,1190.51,0.481666667
Maize,Assam,19481,1727.1,3035529.42,3311.77,0.617407407
Masoor,Assam,23227,1727.1,3619231.14,3948.59,0.498148148
Mesta,Assam,5000,1727.1,779100,850,4.705217391
Moong(Green Gram),Assam,7519,1727.1,1171610.58,1278.23,0.447037037
Niger seed,Assam,7645,1727.1,1191243.9,1299.65,0.51
Onion,Assam,6785,1727.1,1057238.7,1153.45,2.375185185
Peas & beans (Pulses),Assam,22013,1727.1,3430065.66,3742.21,0.623703704
Potato,Assam,82629,1727.1,12875250.78,14046.93,7.163703704
Rapeseed &Mustard,Assam,248700,1727.1,38752434,42279,0.512962963
Rice,Assam,340830,1727.1,53108130.6,57941.1,1.070740741
Rice,Assam,394442,1727.1,61461952.44,67055.14,1.903703704
Rice,Assam,1762324,1727.1,274605325.7,299595.08,1.780740741
Sesamum,Assam,11641,1727.1,1813900.62,1978.97,0.493333333
Small millets,Assam,6260,1727.1,975433.2,1064.2,0.750384615
Sugarcane,Assam,27165,1727.1,4232850.3,4618.05,38.25
Sweet potato,Assam,6806,1727.1,1060510.92,1157.02,3.410740741
Tapioca,Assam,3205,1727.1,499403.1,544.85,4.463076923
Tobacco,Assam,591,1727.1,92089.62,100.47,0.631923077
Turmeric,Assam,13883,1727.1,2163249.06,2360.11,0.744074074
Urad,Assam,43353,1727.1,6755264.46,7370.01,0.565925926
Wheat,Assam,60067,1727.1,9359639.94,10211.39,1.097037037
Arecanut,Karnataka,195802,1321,30509867.64,33286.34,6.21047619
Arhar/Tur,Karnataka,604305,1321,94162805.1,102731.85,0.526923077
Bajra,Karnataka,304229,1321,47404962.78,51718.93,0.446666667
Bajra,Karnataka,124,1321,19321.68,21.08,0.945
Bajra,Karnataka,754,1321,117488.28,128.18,0.935
Banana,Karnataka,63981,1321,9969519.42,10876.77,21.92
Black pepper,Karnataka,19706,1321,3070588.92,3350.02,3.701538462
Cardamom,Karnataka,19178,1321,2988315.96,3260.26,0.085
Cashewnut,Karnataka,63314,1321,9865587.48,10763.38,0.764545455
Castor seed,Karnataka,17829,1321,2778114.78,3030.93,0.645909091
Coconut ,Karnataka,429860,1321,66980785.2,73076.2,7084.002414
Coriander,Karnataka,6580,1321,1025295.6,1118.6,0.498095238
Cotton(lint),Karnataka,456802,1321,71178887.64,77656.34,1.6005
Dry chillies,Karnataka,6354,1321,990080.28,1080.18,2.896071429
Dry chillies,Karnataka,6605,1321,1029191.1,1122.85,4.545416667
Garlic,Karnataka,4698,1321,732042.36,798.66,1.794615385
Ginger,Karnataka,44837,1321,6986501.34,7622.29,31.71
Gram,Karnataka,114622,1321,17860400.04,19485.74,0.4852
Gram,Karnataka,112804,1321,17577119.28,19176.68,0.455714286
Groundnut,Karnataka,609042,1321,94900924.44,103537.14,0.577692308
Groundnut,Karnataka,208508,1321,32489716.56,35446.36,0.949642857
Horse-gram,Karnataka,114622,1321,17860400.04,19485.74,0.4852
Horse-gram,Karnataka,112804,1321,17577119.28,19176.68,0.455714286
Jowar,Karnataka,246290,1321,38376907.8,41869.3,0.9875
Jowar,Karnataka,1117147,1321,174073845.5,189914.99,0.8765
Jowar,Karnataka,5973,1321,930712.86,1015.41,1.498461538
Linseed,Karnataka,12456,1321,1940893.92,2117.52,0.333333333
Maize,Karnataka,1108434,1321,172716185.9,188433.78,2.418148148
Maize,Karnataka,103702,1321,16158845.64,17629.34,2.43962963
Maize,Karnataka,28341,1321,4416094.62,4817.97,2.839642857
Mesta,Karnataka,1300,1321,202566,221,1.324
Moong(Green Gram),Karnataka,370345,1321,57707157.9,62958.65,0.199565217
Moong(Green Gram),Karnataka,8958,1321,1395835.56,1522.86,0.28
Niger seed,Karnataka,26380,1321,4110531.6,4484.6,0.33375
Onion,Karnataka,174311,1321,27161140.02,29632.87,4.2968
Onion,Karnataka,13815,1321,2152653.3,2348.55,7.0895
Onion,Karnataka,3777,1321,588532.14,642.09,7.65
Other  Rabi pulses,Karnataka,33735,1321,5256587.7,5734.95,0.293448276
Other Kharif pulses,Karnataka,114169,1321,17789813.58,19408.73,0.6076
Potato,Karnataka,28305,1321,4410485.1,4811.85,6.492666667
Potato,Karnataka,5890,1321,917779.8,1001.3,15.23416667
Potato,Karnataka,2913,1321,453903.66,495.21,15.96166667
Ragi,Karnataka,728828,1321,113565979,123900.76,1.337142857
Ragi,Karnataka,27562,1321,4294710.84,4685.54,1.834285714
Ragi,Karnataka,7984,1321,1244066.88,1357.28,1.778
Rapeseed &Mustard,Karnataka,5116,1321,797175.12,869.72,0.29
Rice,Karnataka,1102221,1321,171748076.2,187377.57,2.397931034
Rice,Karnataka,37747,1321,5881737.54,6416.99,2.416666667
Rice,Karnataka,346510,1321,53993188.2,58906.7,2.806923077
Safflower,Karnataka,67924,1321,10583917.68,11547.08,0.694
Sannhamp,Karnataka,282,1321,43941.24,47.94,0.163333333
Sesamum,Karnataka,76280,1321,11885949.6,12967.6,0.437307692
Small millets,Karnataka,26682,1321,4157589.24,4535.94,0.4905
Soyabean,Karnataka,183688,1321,28622264.16,31226.96,0.413
Sugarcane,Karnataka,336521,1321,52436702.22,57208.57,94.28791667
Sunflower,Karnataka,389147,1321,60636885.54,66154.99,0.36
Sunflower,Karnataka,376475,1321,58662334.5,64000.75,0.54826087
Sunflower,Karnataka,28543,1321,4447570.26,4852.31,0.95952381
Sweet potato,Karnataka,2397,1321,373500.54,407.49,6.936666667
Tapioca,Karnataka,881,1321,137277.42,149.77,9.647777778
Tobacco,Karnataka,118168,1321,18412937.76,20088.56,0.799411765
Turmeric,Karnataka,17873,1321,2784970.86,3038.41,4.762941176
Urad,Karnataka,109099,1321,16999806.18,18546.83,0.153181818
Urad,Karnataka,9092,1321,1416715.44,1545.64,0.372307692
Wheat,Karnataka,283427,1321,44163595.14,48182.59,0.919285714
Arecanut,Kerala,99190,2821.5,15455785.8,16862.3,0.976428571
Banana,Kerala,51275,2821.5,7989670.5,8716.75,7.835714286
Black pepper,Kerala,171489,2821.5,26721415.98,29153.13,0.190714286
Cardamom,Kerala,41593,2821.5,6481021.26,7070.81,0.057777778
Cashewnut,Kerala,48972,2821.5,7630817.04,8325.24,0.482857143
Coconut ,Kerala,778618,2821.5,121324256.8,132365.06,6728.865
Cotton(lint),Kerala,1018,2821.5,158624.76,173.06,1.3
Garlic,Kerala,336,2821.5,52355.52,57.12,17
Ginger,Kerala,5408,2821.5,842674.56,919.36,3.402142857
Groundnut,Kerala,1340,2821.5,208798.8,227.8,0.87
Jowar,Kerala,2547,2821.5,396873.54,432.99,0.6675
Other Cereals,Kerala,226,2821.5,35215.32,38.42,0.765
Ragi,Kerala,293,2821.5,45655.26,49.81,0.405
Rice,Kerala,77249,2821.5,12036939.18,13132.33,2.303076923
Rice,Kerala,49279,2821.5,7678653.78,8377.43,2.385
Rice,Kerala,107485,2821.5,16748312.7,18272.45,2.286428571
Sesamum,Kerala,608,2821.5,94738.56,103.36,0.28
Sugarcane,Kerala,2972,2821.5,463097.04,505.24,50.8875
Sweet potato,Kerala,399,2821.5,62172.18,67.83,11.49857143
Tapioca,Kerala,74925,2821.5,11674813.5,12737.25,34.51142857
Tobacco,Kerala,29,2821.5,4518.78,4.93,1.17
Turmeric,Kerala,2438,2821.5,379889.16,414.46,2.276428571
Arecanut,Meghalaya,13621,2995.9,2122424.22,2315.57,1.248571429
Arhar/Tur,Meghalaya,781,2995.9,121695.42,132.77,0.79
Banana,Meghalaya,6802,2995.9,1059887.64,1156.34,10.4
Black pepper,Meghalaya,890,2995.9,138679.8,151.3,0.505714286
Castor seed,Meghalaya,29,2995.9,4518.78,4.93,0.5
Cotton(lint),Meghalaya,6891,2995.9,1073755.62,1171.47,0.82
Ginger,Meghalaya,9321,2995.9,1452398.22,1584.57,6.834285714
Gram,Meghalaya,561,2995.9,87415.02,95.37,0.59
Jute,Meghalaya,3928,2995.9,612060.96,667.76,6.803333333
Linseed,Meghalaya,77,2995.9,11998.14,13.09,0.47
Maize,Meghalaya,17209,2995.9,2681506.38,2925.53,1.574285714
Masoor,Meghalaya,332,2995.9,51732.24,56.44,0.73
Mesta,Meghalaya,4154,2995.9,647276.28,706.18,4.506666667
Other  Rabi pulses,Meghalaya,856,2995.9,133381.92,145.52,0.641428571
Peas & beans (Pulses),Meghalaya,1012,2995.9,157689.84,172.04,1.202857143
Potato,Meghalaya,17712,2995.9,2759883.84,3011.04,7.318571429
Rapeseed &Mustard,Meghalaya,7160,2995.9,1115671.2,1217.2,0.595714286
Rice,Meghalaya,32560,2995.9,5073499.2,5535.2,1.542857143
Rice,Meghalaya,12777,2995.9,1990912.14,2172.09,2.171428571
Rice,Meghalaya,62825,2995.9,9789391.5,10680.25,1.802857143
Sesamum,Meghalaya,1590,2995.9,247753.8,270.3,0.595
Small millets,Meghalaya,2362,2995.9,368046.84,401.54,0.964285714
Sugarcane,Meghalaya,76,2995.9,11842.32,12.92,2.46
Sweet potato,Meghalaya,4398,2995.9,685296.36,747.66,3.611428571
Tapioca,Meghalaya,4210,2995.9,656002.2,715.7,6.02
Tobacco,Meghalaya,635,2995.9,98945.7,107.95,0.7375
Wheat,Meghalaya,405,2995.9,63107.1,68.85,1.25
Arecanut,Tamil Nadu,5456,928.5,850153.92,927.52,1.605
Arhar/Tur,Tamil Nadu,26558,928.5,4138267.56,4514.86,0.709615385
Bajra,Tamil Nadu,54427,928.5,8480815.14,9252.59,1.649615385
Banana,Tamil Nadu,113681,928.5,17713773.42,19325.77,43.52
Black pepper,Tamil Nadu,2790,928.5,434737.8,474.3,0.153846154
Cardamom,Tamil Nadu,3650,928.5,568743,620.5,0.058461538
Cashewnut,Tamil Nadu,99043,928.5,15432880.26,16837.31,0.496785714
Castor seed,Tamil Nadu,4896,928.5,762894.72,832.32,0.313703704
Coconut ,Tamil Nadu,400466,928.5,62400612.12,68079.22,14134.65935
Coriander,Tamil Nadu,15977,928.5,2489536.14,2716.09,0.355416667
Cotton(lint),Tamil Nadu,104095,928.5,16220082.9,17696.15,2.502333333
Dry chillies,Tamil Nadu,58476,928.5,9111730.32,9940.92,0.629032258
Garlic,Tamil Nadu,330,928.5,51420.6,56.1,4.256
Ginger,Tamil Nadu,864,928.5,134628.48,146.88,16.036
Gram,Tamil Nadu,7432,928.5,1158054.24,1263.44,0.523
Groundnut,Tamil Nadu,413011,928.5,64355374.02,70211.87,2.120322581
Horse-gram,Tamil Nadu,47231,928.5,7359534.42,8029.27,0.4292
Jowar,Tamil Nadu,238476,928.5,37159330.32,40540.92,1.287777778
Maize,Tamil Nadu,244159,928.5,38044855.38,41507.03,4.798888889
Moong(Green Gram),Tamil Nadu,138138,928.5,21524663.16,23483.46,0.410322581
Onion,Tamil Nadu,31024,928.5,4834159.68,5274.08,9.8704
Potato,Tamil Nadu,4611,928.5,718486.02,783.87,19.2475
Ragi,Tamil Nadu,82335,928.5,12829439.7,13996.95,2.344642857
Rapeseed &Mustard,Tamil Nadu,262,928.5,40824.84,44.54,0.167777778
Rice,Tamil Nadu,1845553,928.5,287574068.5,313744.01,3.539677419
Sesamum,Tamil Nadu,62677,928.5,9766330.14,10655.09,0.413448276
Small millets,Tamil Nadu,33141,928.5,5164030.62,5633.97,0.932173913
Sugarcane,Tamil Nadu,293329,928.5,45706524.78,49865.93,100.2083333
Sunflower,Tamil Nadu,14268,928.5,2223239.76,2425.56,1.448518519
Sweet potato,Tamil Nadu,778,928.5,121227.96,132.26,14.6992
Tapioca,Tamil Nadu,118647,928.5,18487575.54,20169.99,35.70034483
Tobacco,Tamil Nadu,7051,928.5,1098686.82,1198.67,1.407857143
Turmeric,Tamil Nadu,33366,928.5,5199090.12,5672.22,5.103076923
Urad,Tamil Nadu,259722,928.5,40469882.04,44152.74,0.392333333
Arecanut,Puducherry,60,1434.5875,9966.6,14.4,1.3
Bajra,Puducherry,29,1434.5875,4817.19,6.96,2.34
Bajra,Puducherry,5,1434.5875,830.55,1.2,2.2
Banana,Puducherry,266,1434.5875,44185.26,63.84,18.06666667
Black pepper,Puducherry,11,1434.5875,1827.21,2.64,0.55
Cashewnut,Puducherry,173,1434.5875,28737.03,41.52,0.713333333
Coconut ,Puducherry,2131,1434.5875,353980.41,511.44,11567.6575
Cotton(lint),Puducherry,5,1434.5875,830.55,1.2,1
Dry chillies,Puducherry,1,1434.5875,166.11,0.24,1
Dry chillies,Puducherry,3,1434.5875,498.33,0.72,1.33
Dry chillies,Puducherry,2,1434.5875,332.22,0.48,1
Groundnut,Puducherry,25,1434.5875,4152.75,6,1.92
Groundnut,Puducherry,312,1434.5875,51826.32,74.88,1.99
Groundnut,Puducherry,79,1434.5875,13122.69,18.96,1.555
Moong(Green Gram),Puducherry,1,1434.5875,166.11,0.24,1
Moong(Green Gram),Puducherry,15,1434.5875,2491.65,3.6,0.77
Moong(Green Gram),Puducherry,1477,1434.5875,245344.47,354.48,0.613333333
Onion,Puducherry,1,1434.5875,166.11,0.24,7
Other  Rabi pulses,Puducherry,23,1434.5875,3820.53,5.52,0.615
Other  Rabi pulses,Puducherry,2,1434.5875,332.22,0.48,1
Other Kharif pulses,Puducherry,1,1434.5875,166.11,0.24,1
Ragi,Puducherry,14,1434.5875,2325.54,3.36,1.575
Ragi,Puducherry,1,1434.5875,166.11,0.24,2
Ragi,Puducherry,8,1434.5875,1328.88,1.92,2.5
Rice,Puducherry,4384,1434.5875,728226.24,1052.16,2.673333333
Rice,Puducherry,10920,1434.5875,1813921.2,2620.8,3.446666667
Rice,Puducherry,4710,1434.5875,782378.1,1130.4,2.7
Sesamum,Puducherry,5,1434.5875,830.55,1.2,0.8
Sesamum,Puducherry,15,1434.5875,2491.65,3.6,0.8
Sesamum,Puducherry,111,1434.5875,18438.21,26.64,0.655
Sugarcane,Puducherry,1765,1434.5875,293184.15,423.6,115.19
Sunflower,Puducherry,1,1434.5875,166.11,0.24,1
Sweet potato,Puducherry,1,1434.5875,166.11,0.24,8
Tapioca,Puducherry,256,1434.5875,42524.16,61.44,15.8
Tapioca,Puducherry,3,1434.5875,498.33,0.72,19
Turmeric,Puducherry,4,1434.5875,664.44,0.96,1.5
Urad,Puducherry,22,1434.5875,3654.42,5.28,0.77
Urad,Puducherry,189,1434.5875,31394.79,45.36,1.09
Urad,Puducherry,916,1434.5875,152156.76,219.84,0.626666667
Arecanut,Assam,68947,2578.5,11452786.17,16547.28,0.981851852
Arhar/Tur,Assam,7137,2578.5,1185527.07,1712.88,0.70962963
Banana,Assam,47628,2578.5,7911487.08,11430.72,13.76444444
Black pepper,Assam,3041,2578.5,505140.51,729.84,1.612222222
Castor seed,Assam,978,2578.5,162455.58,234.72,0.428
Coconut ,Assam,19426,2578.5,3226852.86,4662.24,7185.195556
Cotton(lint),Assam,1398,2578.5,232221.78,335.52,0.528333333
Dry chillies,Assam,18808,2578.5,3124196.88,4513.92,0.636666667
Ginger,Assam,16386,2578.5,2721878.46,3932.64,6.940740741
Gram,Assam,1802,2578.5,299330.22,432.48,0.49
Jute,Assam,62267,2578.5,10343171.37,14944.08,10.21074074
Linseed,Assam,7125,2578.5,1183533.75,1710,0.522083333
Maize,Assam,19772,2578.5,3284326.92,4745.28,0.61
Masoor,Assam,23895,2578.5,3969198.45,5734.8,0.495384615
Mesta,Assam,4970,2578.5,825566.7,1192.8,4.909130435
Moong(Green Gram),Assam,9022,2578.5,1498644.42,2165.28,0.451851852
Niger seed,Assam,7811,2578.5,1297485.21,1874.64,0.5284
Onion,Assam,6906,2578.5,1147155.66,1657.44,2.308518519
Peas & beans (Pulses),Assam,22401,2578.5,3721030.11,5376.24,0.604814815
Potato,Assam,85023,2578.5,14123170.53,20405.52,7.705185185
Rapeseed &Mustard,Assam,243815,2578.5,40500109.65,58515.6,0.528888889
Rice,Assam,307988,2578.5,51159886.68,73917.12,1.272592593
Rice,Assam,398785,2578.5,66242176.35,95708.4,2.342222222
Rice,Assam,1830682,2578.5,304094587,439363.68,1.958888889
Sesamum,Assam,11888,2578.5,1974715.68,2853.12,0.496666667
Small millets,Assam,5186,2578.5,861446.46,1244.64,0.505384615
Sugarcane,Assam,29736,2578.5,4939446.96,7136.64,36.27592593
Sweet potato,Assam,6186,2578.5,1027556.46,1484.64,3.412592593
Tapioca,Assam,4179,2578.5,694173.69,1002.96,4.5232
Tobacco,Assam,490,2578.5,81393.9,117.6,0.6084
Turmeric,Assam,14963,2578.5,2485503.93,3591.12,0.753333333
Urad,Assam,48796,2578.5,8105503.56,11711.04,0.577037037
Wheat,Assam,44772,2578.5,7437076.92,10745.28,1.196666667
Arecanut,Andhra Pradesh,438,1297,72756.18,105.12,0.443333333
Arhar/Tur,Andhra Pradesh,629980,1297,104645977.8,151195.2,0.466363636
Arhar/Tur,Andhra Pradesh,8123,1297,1349311.53,1949.52,0.483333333
Bajra,Andhra Pradesh,51338,1297,8527755.18,12321.12,1.229444444
Bajra,Andhra Pradesh,15988,1297,2655766.68,3837.12,1.454545455
Banana,Andhra Pradesh,58876,1297,9779892.36,14130.24,31.56263158
Cashewnut,Andhra Pradesh,138101,1297,22939957.11,33144.24,0.25
Castor seed,Andhra Pradesh,187721,1297,31182335.31,45053.04,0.526875
Coconut ,Andhra Pradesh,103945,1297,17266303.95,24946.8,11116.99833
Coriander,Andhra Pradesh,20313,1297,3374192.43,4875.12,0.671428571
Cotton(lint),Andhra Pradesh,1784237,1297,296379608.1,428216.88,1.980454545
Dry chillies,Andhra Pradesh,152011,1297,25250547.21,36482.64,2.949
Dry chillies,Andhra Pradesh,43460,1297,7219140.6,10430.4,3.1715
Garlic,Andhra Pradesh,464,1297,77075.04,111.36,1.968
Ginger,Andhra Pradesh,2472,1297,410623.92,593.28,8.911111111
Gram,Andhra Pradesh,583563,1297,96935649.93,140055.12,1.36
Groundnut,Andhra Pradesh,1346582,1297,223680736,323179.68,1.088095238
Groundnut,Andhra Pradesh,275423,1297,45750514.53,66101.52,1.996818182
Horse-gram,Andhra Pradesh,6234,1297,1035529.74,1496.16,0.4775
Horse-gram,Andhra Pradesh,31431,1297,5221003.41,7543.44,0.44047619
Jowar,Andhra Pradesh,114324,1297,18990359.64,27437.76,1.261
Jowar,Andhra Pradesh,139993,1297,23254237.23,33598.32,1.940555556
Linseed,Andhra Pradesh,1129,1297,187538.19,270.96,0.15
Maize,Andhra Pradesh,439530,1297,73010328.3,105487.2,3.821818182
Maize,Andhra Pradesh,303916,1297,50483486.76,72939.84,7.073636364
Mesta,Andhra Pradesh,25244,1297,4193280.84,6058.56,8.89
Moong(Green Gram),Andhra Pradesh,261106,1297,43372317.66,62665.44,0.355
Moong(Green Gram),Andhra Pradesh,116941,1297,19425069.51,28065.84,0.463
Niger seed,Andhra Pradesh,10007,1297,1662262.77,2401.68,0.335
Onion,Andhra Pradesh,25612,1297,4254409.32,6146.88,17.78625
Onion,Andhra Pradesh,17787,1297,2954598.57,4268.88,18.2145
Other  Rabi pulses,Andhra Pradesh,5791,1297,961943.01,1389.84,0.64
Other Kharif pulses,Andhra Pradesh,2581,1297,428729.91,619.44,0.82
Potato,Andhra Pradesh,5953,1297,988852.83,1428.72,10.99875
Ragi,Andhra Pradesh,37078,1297,6159026.58,8898.72,1.183333333
Ragi,Andhra Pradesh,5244,1297,871080.84,1258.56,1.465833333
Rapeseed &Mustard,Andhra Pradesh,6922,1297,1149813.42,1661.28,2.31
Rice,Andhra Pradesh,2921793,1297,485339035.2,701230.32,2.666818182
Rice,Andhra Pradesh,1829516,1297,303900902.8,439083.84,3.325909091
Safflower,Andhra Pradesh,13090,1297,2174379.9,3141.6,0.705
Sesamum,Andhra Pradesh,81800,1297,13587798,19632,0.178
Sesamum,Andhra Pradesh,43175,1297,7171799.25,10362,0.290526316
Small millets,Andhra Pradesh,28040,1297,4657724.4,6729.6,0.909090909
Small millets,Andhra Pradesh,1263,1297,209796.93,303.12,0.973333333
Soyabean,Andhra Pradesh,127712,1297,21214240.32,30650.88,1.696923077
Sugarcane,Andhra Pradesh,191729,1297,31848104.19,46014.96,81.58380952
Sunflower,Andhra Pradesh,225361,1297,37434715.71,54086.64,1.032272727
Sweet potato,Andhra Pradesh,850,1297,141193.5,204,12.70642857
Tapioca,Andhra Pradesh,12859,1297,2136008.49,3086.16,6.1075
Tobacco,Andhra Pradesh,226534,1297,37629562.74,54368.16,4.380465116
Urad,Andhra Pradesh,82317,1297,13673676.87,19756.08,0.472857143
Urad,Andhra Pradesh,381529,1297,63375782.19,91566.96,0.573809524
Wheat,Andhra Pradesh,10085,1297,1675219.35,2420.4,1.311818182
Arecanut,Karnataka,211265,1317.7,35093229.15,50703.6,10.94818182
Arhar/Tur,Karnataka,891525,1317.7,148091217.8,213966,0.65037037
Bajra,Karnataka,307977,1317.7,51158059.47,73914.48,0.883125
Bajra,Karnataka,160,1317.7,26577.6,38.4,0.84
Bajra,Karnataka,1090,1317.7,181059.9,261.6,0.9
Banana,Karnataka,65767,1317.7,10924556.37,15784.08,23.71172414
Black pepper,Karnataka,21061,1317.7,3498442.71,5054.64,0.580769231
Cardamom,Karnataka,19081,1317.7,3169544.91,4579.44,0.068888889
Cashewnut,Karnataka,63448,1317.7,10539347.28,15227.52,0.712727273
Castor seed,Karnataka,19100,1317.7,3172701,4584,0.865652174
Coconut ,Karnataka,440741,1317.7,73211487.51,105777.84,9678.503667
Coriander,Karnataka,4348,1317.7,722246.28,1043.52,0.368
Cotton(lint),Karnataka,418360,1317.7,69493779.6,100406.4,2.260909091
Cotton(lint),Karnataka,129125,1317.7,21448953.75,30990,1.758
Cowpea(Lobia),Karnataka,70151,1317.7,11652782.61,16836.24,0.527692308
Cowpea(Lobia),Karnataka,27130,1317.7,4506564.3,6511.2,0.264285714
Dry chillies,Karnataka,99759,1317.7,16570967.49,23942.16,1.176206897
Dry chillies,Karnataka,6608,1317.7,1097654.88,1585.92,2.711785714
Dry chillies,Karnataka,7482,1317.7,1242835.02,1795.68,3.1132
Garlic,Karnataka,4234,1317.7,703309.74,1016.16,1.322857143
Ginger,Karnataka,46469,1317.7,7718965.59,11152.56,3.717894737
Gram,Karnataka,959173,1317.7,159328227,230201.52,0.645
Groundnut,Karnataka,658739,1317.7,109423135.3,158097.36,0.797407407
Groundnut,Karnataka,187013,1317.7,31064729.43,44883.12,1.024482759
Horse-gram,Karnataka,88254,1317.7,14659871.94,21180.96,0.621538462
Horse-gram,Karnataka,132555,1317.7,22018711.05,31813.2,0.571724138
Jowar,Karnataka,218192,1317.7,36243873.12,52366.08,1.517727273
Jowar,Karnataka,1020743,1317.7,169555619.7,244978.32,0.940526316
Jowar,Karnataka,5446,1317.7,904635.06,1307.04,2.315555556
Linseed,Karnataka,11358,1317.7,1886677.38,2725.92,0.335384615
Maize,Karnataka,1139899,1317.7,189348622.9,273575.76,3.354285714
Maize,Karnataka,115803,1317.7,19236036.33,27792.72,2.8475
Maize,Karnataka,30734,1317.7,5105224.74,7376.16,3.294137931
Mesta,Karnataka,1907,1317.7,316771.77,457.68,1.21
Moong(Green Gram),Karnataka,390821,1317.7,64919276.31,93797.04,0.284166667
Moong(Green Gram),Karnataka,10263,1317.7,1704786.93,2463.12,0.262
Niger seed,Karnataka,23385,1317.7,3884482.35,5612.4,0.300769231
Onion,Karnataka,143154,1317.7,23779310.94,34356.96,6.8968
Onion,Karnataka,14430,1317.7,2396967.3,3463.2,7.219047619
Onion,Karnataka,4680,1317.7,777394.8,1123.2,10.59809524
Other  Rabi pulses,Karnataka,12965,1317.7,2153616.15,3111.6,0.363888889
Other Kharif pulses,Karnataka,81180,1317.7,13484809.8,19483.2,0.755925926
Peas & beans (Pulses),Karnataka,4019,1317.7,667596.09,964.56,8.276842105
Peas & beans (Pulses),Karnataka,2140,1317.7,355475.4,513.6,7.131764706
Peas & beans (Pulses),Karnataka,1470,1317.7,244181.7,352.8,8.156875
Potato,Karnataka,32843,1317.7,5455550.73,7882.32,8.056875
Potato,Karnataka,5944,1317.7,987357.84,1426.56,12.75454545
Potato,Karnataka,1437,1317.7,238700.07,344.88,15.26142857
Ragi,Karnataka,733345,1317.7,121815937.9,176002.8,1.627
Ragi,Karnataka,45898,1317.7,7624116.78,11015.52,1.767142857
Ragi,Karnataka,8675,1317.7,1441004.25,2082,1.889285714
Rapeseed &Mustard,Karnataka,3838,1317.7,637530.18,921.12,0.323888889
Rice,Karnataka,1129304,1317.7,187588687.4,271032.96,2.654
Rice,Karnataka,49700,1317.7,8255667,11928,2.668333333
Rice,Karnataka,360062,1317.7,59809898.82,86414.88,2.935714286
Safflower,Karnataka,55038,1317.7,9142362.18,13209.12,0.777333333
Sannhamp,Karnataka,341,1317.7,56643.51,81.84,0.245
Sesamum,Karnataka,86724,1317.7,14405723.64,20813.76,0.56
Small millets,Karnataka,24095,1317.7,4002420.45,5782.8,0.552857143
Soyabean,Karnataka,168075,1317.7,27918938.25,40338,0.841111111
Sugarcane,Karnataka,436798,1317.7,72556515.78,104831.52,97.33137931
Sunflower,Karnataka,193955,1317.7,32217865.05,46549.2,0.569583333
Sunflower,Karnataka,193178,1317.7,32088797.58,46362.72,0.706521739
Sunflower,Karnataka,22120,1317.7,3674353.2,5308.8,1.032173913
Sweet potato,Karnataka,2060,1317.7,342186.6,494.4,8.400666667
Tapioca,Karnataka,879,1317.7,146010.69,210.96,11.11777778
Tobacco,Karnataka,125392,1317.7,20828865.12,30094.08,1.07
Turmeric,Karnataka,14162,1317.7,2352449.82,3398.88,4.3825
Urad,Karnataka,118318,1317.7,19653802.98,28396.32,0.362916667
